gnss_lat,gnss_lon,GPS ALTITUDE (m),true_velocity_kmh,GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,timestamp,DATE (YYYY-MO-DD HH-MI-SS_SSS),acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_z,gyro_x,gyro_y,MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Yaw) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),true_velocity,gnss_status,true_lat,true_lon
,,145.7,,3.0,115.0,18 / 21,198928,2019-09-07 09:16:44:207,-3.2673,-0.9329,9.8281,0.0,-0.0008,9.8066,-0.046,-0.553,0.0308,-10.12,-31.94,32.75,14.73,-85.3,-149.57,6.301111111111111,0.0,52.40259433333333,-1.5011365111111112
,,145.7,,3.0,115.0,18 / 21,199027,2019-09-07 09:16:44:306,-4.3473,-0.8277,9.9945,-0.0144,-0.0005,9.8066,-0.0364,-0.5734,0.0727,-8.69,-32.31,32.38,17.75,-85.26,-147.99,6.29,0.0,52.402594,-1.5011386
,,145.7,,3.0,115.0,18 / 21,199127,2019-09-07 09:16:44:406,-4.5317,-0.0475,10.1569,0.0058,0.0034,9.8066,-0.0255,-0.5903,0.0212,-8.25,-32.44,31.81,20.61,-85.27,-147.03,6.278888888888889,0.0,52.40259366666667,-1.501140688888889
,,145.7,,3.0,115.0,18 / 21,199227,2019-09-07 09:16:44:506,-3.8056,-0.1669,8.8236,0.0182,0.0029,9.8065,-0.1426,-0.637,0.0482,-6.94,-32.31,31.63,19.47,-85.41,-149.74,6.267777777777778,0.0,52.402593333333336,-1.5011427777777777
,,145.7,,3.0,115.0,18 / 21,199327,2019-09-07 09:16:44:606,-1.9941,0.7867,9.8017,-0.0036,0.0427,9.8065,-0.2321,-0.4018,-0.1252,-5.94,-32.44,30.63,21.51,-85.44,-149.29,6.256666666666667,0.0,52.402592999999996,-1.5011448666666667
,,145.7,,3.0,115.0,18 / 21,199427,2019-09-07 09:16:44:706,-4.9433,0.2791,9.7461,0.0019,0.0166,9.8066,0.0728,-0.4812,-0.0373,-5.12,-32.69,29.94,23.62,-85.24,-149.06,6.245555555555556,0.0,52.40259266666666,-1.5011469555555557
,,145.7,,3.0,115.0,18 / 21,199527,2019-09-07 09:16:44:806,-4.1584,-0.9414,9.6363,-0.001,-0.0146,9.8066,0.0525,-0.643,0.082,-4.12,-32.56,30.38,24.58,-85.12,-150.12,6.234444444444445,0.0,52.40259233333333,-1.5011490444444444
,,145.7,,3.0,115.0,18 / 21,199628,2019-09-07 09:16:44:907,-3.7011,-0.1224,9.6714,0.0068,-0.0126,9.8066,-0.0301,-0.5914,0.0606,-3.56,-33.44,29.44,23.06,-85.01,-151.37,6.223333333333334,0.0,52.402592,-1.5011511333333334
,,145.7,,3.0,115.0,18 / 21,199727,2019-09-07 09:16:45:006,-3.9435,0.0033,9.566,0.0041,0.0364,9.8065,-0.0099,-0.5987,0.0225,-2.81,-32.69,27.88,24.4,-84.76,-152.11,6.2122222222222225,0.0,52.402591666666666,-1.5011532222222224
,,145.7,,3.0,115.0,18 / 21,199828,2019-09-07 09:16:45:107,-3.7141,0.4984,9.6091,0.0072,0.0299,9.8065,-0.0114,-0.5601,0.0167,-1.62,-32.69,28.0,26.68,-85.03,-151.94,6.2011111111111115,0.0,52.40259133333333,-1.5011553111111111
,,145.7,,3.0,115.0,18 / 21,199927,2019-09-07 09:16:45:206,-3.6237,0.5815,10.2192,0.0021,-0.0138,9.8066,-0.0749,-0.6026,0.0482,-2.0,-33.12,27.0,25.85,-85.15,-152.57,6.19,0.0,52.402591,-1.5011574
,,145.7,,3.0,115.0,18 / 21,200027,2019-09-07 09:16:45:306,-3.0679,0.7594,9.9478,0.0019,-0.0072,9.8066,-0.0342,-0.5708,-0.0059,-0.75,-33.44,25.31,27.98,-85.13,-152.83,6.178888888888889,0.0,52.40259066666667,-1.5011594888888888
,,145.7,,3.0,115.0,18 / 21,200127,2019-09-07 09:16:45:406,-4.0345,0.6446,9.3746,0.0065,0.0102,9.8066,-0.1052,-0.6141,0.0319,-0.31,-32.94,25.5,29.34,-85.14,-153.77,6.167777777777778,0.0,52.40259033333333,-1.5011615777777778
,,145.7,,3.0,115.0,19 / 22,200227,2019-09-07 09:16:45:506,-3.8901,0.4032,9.909,0.0051,0.0172,9.8066,0.0606,-0.5774,0.0539,0.31,-33.19,25.06,28.24,-85.27,-154.8,6.156666666666667,0.0,52.40259,-1.5011636666666668
,,145.7,,3.0,115.0,19 / 22,200327,2019-09-07 09:16:45:606,-3.8088,0.8511,10.1753,0.0013,-0.0129,9.8066,0.0122,-0.5808,0.0666,1.38,-33.06,23.06,30.69,-85.21,-155.39,6.145555555555556,0.0,52.402589666666664,-1.5011657555555555
,,145.7,,3.0,115.0,19 / 22,200427,2019-09-07 09:16:45:706,-3.8015,0.8994,10.1902,0.0071,-0.0098,9.8066,-0.0063,-0.5978,0.0163,1.31,-32.94,22.88,29.79,-85.18,-156.22,6.134444444444445,0.0,52.40258933333333,-1.5011678444444445
,,145.7,,3.0,115.0,19 / 22,200527,2019-09-07 09:16:45:806,-3.8076,0.7505,9.2365,0.0237,0.0137,9.8065,-0.0628,-0.5701,-0.0016,1.69,-33.62,21.19,31.59,-85.25,-157.96,6.123333333333334,0.0,52.402589,-1.5011699333333335
,,145.7,,3.0,115.0,19 / 22,200627,2019-09-07 09:16:45:906,-2.8294,0.5065,9.5929,0.0146,0.02,9.8065,-0.0195,-0.5798,0.0871,3.19,-33.81,20.38,32.57,-85.6,-160.02,6.112222222222222,0.0,52.40258866666667,-1.5011720222222222
,,145.7,,3.0,115.0,19 / 22,200727,2019-09-07 09:16:46:006,-4.1789,2.6731,10.1712,0.0021,-0.0122,9.8065,-0.0963,-0.6853,0.1016,3.5,-33.87,19.0,37.07,-85.68,-159.45,6.101111111111111,0.0,52.402588333333334,-1.5011741111111112
,,145.7,,3.0,115.0,19 / 22,200827,2019-09-07 09:16:46:106,-3.7429,1.1865,9.8569,0.0015,0.0234,9.8065,0.0516,-0.6289,0.0047,2.19,-33.75,17.88,29.86,-85.8,-160.47,6.09,0.0,52.402588,-1.5011762
,,145.7,,3.0,115.0,19 / 22,200927,2019-09-07 09:16:46:206,-4.44,1.2174,9.638,0.0216,-0.0354,9.8065,0.1091,-0.4937,-0.1557,3.38,-34.06,16.75,33.05,-86.0,-161.32,6.078888888888889,0.0,52.40258766666666,-1.501178288888889
,,145.7,,3.0,115.0,19 / 22,201027,2019-09-07 09:16:46:306,-2.8187,1.3255,9.5271,-0.0224,-0.0354,9.8065,0.0204,-0.4909,-0.0255,3.94,-34.06,15.94,37.16,-86.07,-161.83,6.067777777777778,0.0,52.40258733333333,-1.501180377777778
,,145.7,,3.0,115.0,19 / 22,201128,2019-09-07 09:16:46:407,-4.3551,1.92,9.6999,0.0017,-0.0043,9.8066,0.0019,-0.6132,0.1257,3.25,-34.5,14.31,38.1,-85.7,-160.38,6.056666666666667,0.0,52.402587,-1.5011824666666667
,,145.7,,3.0,115.0,19 / 22,201227,2019-09-07 09:16:46:506,-2.5332,3.6294,9.9358,-0.0072,-0.0209,9.8066,-0.0659,-0.5508,0.0819,3.69,-34.0,13.0,44.76,-85.62,-160.16,6.045555555555556,0.0,52.402586666666664,-1.5011845555555556
,,145.7,,3.0,115.0,19 / 22,201327,2019-09-07 09:16:46:606,-3.6145,2.2678,10.3883,-0.0122,-0.003,9.8066,0.037,-0.5873,0.1244,3.56,-34.81,12.5,44.8,-85.46,-160.66,6.0344444444444445,0.0,52.40258633333333,-1.5011866444444446
,,145.7,,3.0,115.0,19 / 22,201427,2019-09-07 09:16:46:706,-3.6027,1.4391,9.9734,-0.0024,0.0142,9.8066,-0.0147,-0.5454,0.0137,2.56,-34.5,11.31,46.09,-85.39,-159.23,6.023333333333333,0.0,52.402586,-1.5011887333333334
,,145.7,,3.0,115.0,19 / 22,201527,2019-09-07 09:16:46:806,-2.9235,2.6791,9.6217,-0.001,0.0108,9.8066,-0.0834,-0.5901,0.0714,3.06,-34.56,9.94,51.4,-85.39,-157.56,6.012222222222222,0.0,52.40258566666667,-1.5011908222222223
,,145.7,,3.0,115.0,19 / 22,201627,2019-09-07 09:16:46:906,-2.9132,2.0647,9.5032,0.0017,0.0011,9.8066,-0.0292,-0.5627,0.0281,3.0,-34.87,8.88,56.93,-85.36,-156.13,6.001111111111111,0.0,52.402585333333334,-1.501192911111111
,,145.7,,3.0,115.0,19 / 22,201727,2019-09-07 09:16:47:006,-1.903,2.506,10.0556,0.0016,0.0037,9.8066,0.008,-0.5163,0.0202,2.5,-34.0,7.56,61.27,-85.39,-155.72,5.99,0.0,52.402584999999995,-1.501195
,,145.7,,3.0,115.0,19 / 22,201827,2019-09-07 09:16:47:106,-2.0283,2.5911,9.5068,0.0022,0.0021,9.8066,-0.0391,-0.547,0.0851,2.19,-35.12,7.5,55.19,-85.32,-155.48,5.978888888888889,0.0,52.40258466666666,-1.501197088888889
,,145.7,,3.0,115.0,19 / 22,201927,2019-09-07 09:16:47:206,-2.4112,1.7833,9.582,-0.0034,-0.0043,9.8066,-0.0215,-0.5335,0.0785,2.25,-35.37,6.69,60.71,-85.31,-155.44,5.967777777777778,0.0,52.40258433333333,-1.5011991777777778
,,145.7,,3.0,115.0,19 / 22,202027,2019-09-07 09:16:47:306,-1.0112,2.9524,9.8207,0.0003,-0.0007,9.8066,-0.0101,-0.5362,0.0452,1.5,-35.31,4.44,92.46,-85.26,-154.54,5.956666666666667,0.0,52.402584,-1.5012012666666668
,,145.7,,3.0,115.0,19 / 22,202127,2019-09-07 09:16:47:406,-1.3172,2.8031,9.8141,-0.0067,-0.0088,9.8065,-0.0063,-0.5046,0.0319,0.88,-35.62,4.44,85.39,-85.23,-155.22,5.945555555555556,0.0,52.402583666666665,-1.5012033555555555
,,145.7,,3.0,115.0,18 / 21,202227,2019-09-07 09:16:47:506,-1.0951,2.3791,9.9936,-0.0025,0.0007,9.8065,-0.0558,-0.5292,0.0767,0.56,-36.5,3.69,85.51,-85.23,-155.11,5.934444444444445,0.0,52.40258333333333,-1.5012054444444445
,,145.7,,3.0,115.0,18 / 21,202327,2019-09-07 09:16:47:606,1.5738,2.3397,9.6444,-0.0056,0.0065,9.8066,-0.0986,-0.5006,0.0243,0.0,-36.75,2.31,147.24,-85.14,-154.52,5.923333333333334,0.0,52.402583,-1.5012075333333335
,,145.7,,3.0,115.0,18 / 21,202427,2019-09-07 09:16:47:706,1.9891,2.9204,9.4131,-0.0024,0.0113,9.8066,-0.0379,-0.4947,0.042,-0.69,-36.75,1.63,180.15,-84.99,-153.5,5.912222222222223,0.0,52.40258266666667,-1.5012096222222222
,,145.7,,3.0,115.0,18 / 21,202528,2019-09-07 09:16:47:807,2.8308,-0.1314,9.5429,0.0035,0.0125,9.8066,-0.071,-0.4609,0.0438,-0.94,-37.19,0.81,192.8,-84.9,-153.3,5.901111111111112,0.0,52.402582333333335,-1.5012117111111112
,,145.7,,3.0,115.0,18 / 21,202627,2019-09-07 09:16:47:906,3.0064,-0.8497,10.5575,-0.0003,0.0134,9.8065,-0.0601,-0.4649,0.0012,-2.31,-37.19,0.38,216.39,-84.85,-153.14,5.890000000000001,0.0,52.402581999999995,-1.5012138000000002
,,145.7,,3.0,115.0,18 / 21,202728,2019-09-07 09:16:48:007,1.6042,-1.8377,9.6115,0.0004,0.0177,9.8065,-0.0249,-0.4851,0.0361,-2.62,-37.37,0.69,243.46,-84.85,-154.53,5.8788888888888895,0.0,52.40258166666666,-1.501215888888889
,,145.7,,3.0,115.0,18 / 21,202827,2019-09-07 09:16:48:106,2.0167,-2.1716,9.8492,-0.005,0.0071,9.8066,-0.0762,-0.4733,0.0408,-2.69,-36.87,0.69,241.44,-84.74,-156.0,5.8677777777777775,0.0,52.40258133333333,-1.5012179777777779
,,145.7,,3.0,115.0,18 / 21,202927,2019-09-07 09:16:48:206,2.2527,-2.6199,10.2711,-0.0003,0.0004,9.8066,-0.0316,-0.4711,0.046,-4.44,-36.44,-0.37,245.62,-84.86,-156.99,5.8566666666666665,0.0,52.402581,-1.5012200666666666
,,145.7,,3.0,115.0,18 / 21,203027,2019-09-07 09:16:48:306,0.8729,-1.4036,9.5325,-0.0163,-0.0063,9.8066,-0.0348,-0.4412,-0.0337,-4.0,-36.25,-0.94,238.23,-84.96,-157.02,5.845555555555555,0.0,52.402580666666665,-1.5012221555555556
,,145.7,,3.0,115.0,18 / 21,203127,2019-09-07 09:16:48:406,2.8303,-1.8194,10.2102,0.0077,0.0031,9.8066,-0.0719,-0.4762,0.0972,-4.37,-35.94,-1.19,239.45,-85.13,-156.79,5.834444444444444,0.0,52.40258033333333,-1.5012242444444446
,,145.7,,3.0,115.0,18 / 21,203227,2019-09-07 09:16:48:506,2.0346,-1.8307,9.9069,0.0071,0.0067,9.8066,0.0319,-0.4562,0.0485,-5.69,-35.19,-1.56,249.2,-85.19,-156.66,5.823333333333333,0.0,52.40258,-1.5012263333333333
,,145.7,,3.0,115.0,18 / 21,203327,2019-09-07 09:16:48:606,1.2539,-2.7067,9.1768,-0.0217,-0.0075,9.8066,-0.0079,-0.4887,0.0495,-6.62,-35.56,-2.25,254.34,-85.38,-157.12,5.812222222222222,0.0,52.40257966666667,-1.5012284222222223
,,145.7,,3.0,115.0,18 / 21,203427,2019-09-07 09:16:48:706,1.9239,-2.1098,9.8731,-0.0031,-0.0094,9.8065,-0.0053,-0.4872,0.0557,-6.56,-34.87,-2.44,254.83,-85.36,-157.15,5.801111111111111,0.0,52.40257933333333,-1.5012305111111113
,,145.7,,3.0,115.0,18 / 21,203527,2019-09-07 09:16:48:806,1.3084,-2.3334,9.6437,0.0186,0.0109,9.8065,-0.0648,-0.5537,0.0639,-7.31,-34.5,-3.44,250.73,-85.47,-156.62,5.79,0.0,52.402578999999996,-1.5012326
,,145.7,,3.0,115.0,18 / 21,203627,2019-09-07 09:16:48:906,2.0406,-2.7877,9.7155,0.0078,-0.008,9.8066,-0.0532,-0.57,0.0537,-9.06,-34.81,-3.94,254.58,-85.33,-155.25,5.778888888888889,0.0,52.40257866666666,-1.501234688888889
,,145.7,,3.0,115.0,18 / 21,203727,2019-09-07 09:16:49:006,1.4726,-2.7799,8.8396,-0.0112,-0.0063,9.8066,-0.1184,-0.522,-0.0304,-9.19,-34.69,-4.44,255.9,-85.29,-153.69,5.767777777777778,0.0,52.40257833333333,-1.5012367777777778
,,145.7,,3.0,115.0,18 / 21,203827,2019-09-07 09:16:49:106,0.9722,-2.0529,10.2277,-0.0067,0.0016,9.8066,-0.1362,-0.4464,-0.0901,-10.19,-34.5,-5.25,256.54,-85.44,-153.3,5.756666666666667,0.0,52.402578,-1.5012388666666667
,,145.7,,3.0,115.0,18 / 21,203927,2019-09-07 09:16:49:206,2.3894,-1.9741,9.8812,-0.0024,0.0147,9.8066,-0.0267,-0.4933,0.0082,-10.94,-35.12,-6.12,252.44,-85.62,-157.24,5.745555555555556,0.0,52.402577666666666,-1.5012409555555557
,,145.7,,3.0,115.0,18 / 21,204028,2019-09-07 09:16:49:307,1.8243,-2.2903,9.2484,-0.0092,0.0042,9.8066,0.0115,-0.5464,0.0532,-11.56,-35.25,-6.37,254.18,-85.74,-158.53,5.734444444444445,0.0,52.40257733333333,-1.5012430444444445
,,145.7,,3.0,115.0,18 / 21,204128,2019-09-07 09:16:49:407,2.1473,-2.0736,9.0495,-0.0058,-0.0123,9.8066,-0.0367,-0.5148,0.0841,-12.44,-35.06,-6.25,254.69,-85.78,-158.1,5.723333333333334,0.0,52.402577,-1.5012451333333334
,,145.7,,3.0,115.0,18 / 21,204227,2019-09-07 09:16:49:506,2.4412,-4.0286,11.179,-0.0064,-0.0066,9.8066,-0.0181,-0.5227,0.1179,-13.25,-35.06,-6.37,259.36,-85.89,-155.96,5.7122222222222225,0.0,52.40257666666666,-1.5012472222222224
,,145.7,,3.0,115.0,17 / 21,204327,2019-09-07 09:16:49:606,0.6626,-0.8007,9.801,-0.023,0.0135,9.8066,-0.0231,-0.4795,0.0424,-15.25,-34.62,-6.94,260.39,-85.99,-156.21,5.7011111111111115,0.0,52.40257633333333,-1.5012493111111112
,,145.7,,3.0,115.0,17 / 21,204427,2019-09-07 09:16:49:706,1.2028,-2.8028,9.9821,-0.0098,-0.0061,9.8066,-0.0379,-0.5192,0.0854,-15.44,-33.87,-6.56,260.51,-86.27,-156.9,5.69,0.0,52.402575999999996,-1.5012514000000001
,,145.7,,3.0,115.0,17 / 21,204527,2019-09-07 09:16:49:806,0.365,-2.8955,9.4407,0.0183,-0.0084,9.8066,-0.1605,-0.526,0.0626,-16.44,-34.75,-6.44,268.86,-86.43,-153.24,5.678888888888889,0.0,52.402575666666664,-1.5012534888888889
,,145.7,,3.0,115.0,17 / 21,204627,2019-09-07 09:16:49:906,0.7528,-2.6671,9.458,0.0385,0.0002,9.8065,-0.1492,-0.4814,-0.0403,-17.44,-34.25,-6.75,270.05,-86.19,-150.5,5.667777777777778,0.0,52.40257533333333,-1.5012555777777778
,,145.7,,3.0,115.0,17 / 21,204728,2019-09-07 09:16:50:007,1.1368,-2.4715,9.2336,-0.0324,0.0029,9.8066,-0.0389,-0.5718,-0.0281,-18.56,-33.62,-5.94,275.24,-86.3,-150.92,5.656666666666667,0.0,52.402575,-1.5012576666666668
,,145.7,,3.0,115.0,17 / 21,204828,2019-09-07 09:16:50:107,1.2807,-3.4841,9.4596,-0.0255,-0.0043,9.8066,-0.0406,-0.503,-0.056,-19.62,-34.06,-6.81,273.16,-86.38,-151.72,5.645555555555556,0.0,52.402574666666666,-1.5012597555555556
,,145.7,,3.0,115.0,17 / 21,204929,2019-09-07 09:16:50:208,1.2918,-2.5525,9.3167,0.0017,-0.0067,9.8066,-0.0434,-0.5537,0.0616,-20.25,-34.5,-6.06,274.74,-86.48,-152.82,5.634444444444445,0.0,52.402574333333334,-1.5012618444444445
,,145.7,,3.0,115.0,17 / 21,205027,2019-09-07 09:16:50:306,1.1956,-1.5801,9.1531,0.0076,-0.0172,9.8066,0.0089,-0.5511,0.0845,-20.69,-33.31,-5.5,281.93,-86.38,-149.22,5.623333333333333,0.0,52.402573999999994,-1.5012639333333335
,,145.7,,3.0,115.0,17 / 20,205127,2019-09-07 09:16:50:406,0.4587,-4.5103,9.7171,0.0014,-0.0195,9.8065,-0.0181,-0.5107,0.08,-22.31,-33.5,-4.37,287.5,-86.05,-146.58,5.612222222222222,0.0,52.40257366666666,-1.5012660222222223
,,145.7,,3.0,115.0,17 / 20,205227,2019-09-07 09:16:50:506,0.7608,-3.6495,10.1346,-0.016,-0.0027,9.8066,-0.0926,-0.5176,0.0448,-23.62,-34.37,-3.56,291.63,-85.98,-143.62,5.601111111111111,0.0,52.40257333333333,-1.5012681111111112
,,145.7,,3.0,115.0,17 / 20,205327,2019-09-07 09:16:50:606,-0.3827,-3.3312,9.7714,-0.0255,0.0094,9.8065,-0.0317,-0.5601,0.0016,-23.75,-33.56,-3.37,294.98,-86.3,-143.12,5.59,0.0,52.402573,-1.5012702
,,145.7,,3.0,115.0,17 / 20,205427,2019-09-07 09:16:50:706,0.1143,-3.0318,9.8037,-0.0073,-0.0042,9.8066,-0.0449,-0.5355,0.0233,-23.75,-33.44,-2.87,294.29,-86.49,-144.18,5.578888888888889,0.0,52.402572666666664,-1.501272288888889
,,145.7,,3.0,115.0,17 / 20,205527,2019-09-07 09:16:50:806,0.6387,-2.9541,10.0559,0.0047,-0.0031,9.8066,-0.0775,-0.5797,0.0185,-25.12,-33.06,-2.81,295.45,-86.48,-143.49,5.567777777777778,0.0,52.40257233333333,-1.501274377777778
,,145.7,,3.0,115.0,17 / 20,205628,2019-09-07 09:16:50:907,0.4044,-2.6811,9.9418,0.0076,0.0054,9.8066,-0.0725,-0.5423,-0.0268,-25.81,-32.94,-1.5,298.73,-86.4,-145.02,5.556666666666667,0.0,52.402572,-1.5012764666666667
,,145.7,,3.0,115.0,17 / 20,205727,2019-09-07 09:16:51:006,0.5852,-2.9977,10.4411,0.0278,0.0012,9.8065,-0.086,-0.5291,-0.0035,-26.0,-33.25,-0.69,297.73,-86.28,-145.83,5.545555555555556,0.0,52.40257166666667,-1.5012785555555557
,,145.7,,3.0,115.0,17 / 20,205827,2019-09-07 09:16:51:106,-0.4599,-3.4779,9.8525,-0.01,0.0095,9.8066,-0.077,-0.5582,0.0435,-27.75,-33.44,0.5,302.44,-86.37,-145.94,5.5344444444444445,0.0,52.40257133333333,-1.5012806444444446
,,145.7,,3.0,115.0,17 / 20,205927,2019-09-07 09:16:51:206,-0.2907,-2.8023,9.7745,-0.0083,-0.001,9.8066,0.0214,-0.5767,-0.01,-28.12,-32.75,1.0,302.0,-86.43,-146.42,5.523333333333333,0.0,52.402570999999995,-1.5012827333333334
,,145.7,,3.0,115.0,17 / 20,206027,2019-09-07 09:16:51:306,-1.3871,-3.8773,9.8273,0.0088,0.0056,9.8066,-0.0258,-0.6096,-0.0153,-27.81,-32.87,1.56,303.7,-86.44,-146.85,5.512222222222222,0.0,52.40257066666666,-1.5012848222222224
,,145.7,,3.0,115.0,18 / 21,206127,2019-09-07 09:16:51:406,0.2802,-3.3577,9.8116,0.0079,0.0014,9.8066,-0.0569,-0.5985,0.0075,-29.12,-33.31,2.5,304.11,-86.45,-148.41,5.501111111111111,0.0,52.40257033333333,-1.5012869111111111
,,146.2,5.49,3.0,42.76,18 / 21,206227,2019-09-07 09:16:51:506,-0.391,-3.5705,9.618,0.0004,0.0055,9.8066,0.0061,-0.6042,0.0504,-30.0,-32.87,3.13,303.47,-86.41,-148.9,5.49,0.0,52.40257,-1.501289
,,146.2,,3.0,42.76,18 / 21,206327,2019-09-07 09:16:51:606,-0.674,-2.9188,9.6226,-0.0004,0.0032,9.8066,-0.0645,-0.5585,-0.0152,-29.37,-32.75,4.38,304.79,-86.43,-149.69,5.466033519553073,0.0,52.40256835955056,-1.5012900898876405
,,146.2,,3.0,42.76,18 / 21,206427,2019-09-07 09:16:51:706,-0.498,-3.2999,10.0519,0.0069,-0.0029,9.8066,-0.0644,-0.603,0.0269,-30.56,-33.0,5.75,307.55,-86.39,-150.36,5.442067039106146,0.0,52.402566719101124,-1.501291179775281
,,146.2,,3.0,42.76,18 / 21,206527,2019-09-07 09:16:51:806,-0.5496,-3.619,9.1247,0.011,0.0069,9.8066,-0.0338,-0.6064,0.0317,-30.87,-32.94,6.38,306.77,-86.4,-151.11,5.418100558659218,0.0,52.40256507865168,-1.5012922696629214
,,146.2,,3.0,42.76,18 / 21,206627,2019-09-07 09:16:51:906,-2.1946,-3.2907,9.2185,-0.0138,0.0,9.8066,-0.0171,-0.6142,0.0536,-30.25,-32.0,8.19,309.2,-86.44,-152.83,5.394134078212291,0.0,52.40256343820224,-1.501293359550562
,,146.2,,3.0,42.76,18 / 21,206727,2019-09-07 09:16:52:006,-1.2223,-3.2812,9.7743,-0.0046,0.0075,9.8066,-0.0628,-0.6173,-0.0121,-31.0,-32.12,9.0,310.38,-86.49,-153.1,5.370167597765363,0.0,52.40256179775281,-1.5012944494382023
,,146.2,,3.0,42.76,18 / 21,206827,2019-09-07 09:16:52:106,-1.3524,-3.4091,9.2855,0.0102,0.0033,9.8066,-0.0241,-0.6045,0.0054,-30.69,-32.19,10.0,311.42,-86.53,-153.85,5.346201117318436,0.0,52.40256015730337,-1.5012955393258427
,,146.2,,3.0,42.76,18 / 21,206927,2019-09-07 09:16:52:206,-1.1655,-2.9026,9.4894,0.0109,-0.0068,9.8066,0.0163,-0.5997,0.0657,-30.69,-31.62,11.0,312.19,-86.46,-154.74,5.322234636871508,0.0,52.40255851685393,-1.5012966292134833
,,146.2,,3.0,42.76,18 / 21,207027,2019-09-07 09:16:52:306,-0.7995,-2.9247,10.0428,-0.0079,0.0068,9.8066,-0.0071,-0.5969,0.0486,-31.0,-31.87,12.19,314.1,-86.52,-154.6,5.298268156424581,0.0,52.40255687640449,-1.5012977191011236
,,146.2,,3.0,42.76,18 / 21,207127,2019-09-07 09:16:52:406,-1.9683,-3.781,9.6663,-0.0033,-0.0014,9.8066,-0.0277,-0.5903,0.0262,-30.37,-32.06,14.13,318.33,-86.5,-154.38,5.274301675977654,0.0,52.402555235955056,-1.5012988089887642
,,146.2,,3.0,42.76,18 / 21,207228,2019-09-07 09:16:52:507,-2.1391,-3.1978,9.9142,-0.005,0.0014,9.8066,-0.0639,-0.6218,0.0309,-30.44,-31.44,14.88,319.73,-86.49,-154.69,5.2503351955307265,0.0,52.402553595505616,-1.5012998988764046
,,146.2,,3.0,42.76,18 / 21,207327,2019-09-07 09:16:52:606,-2.0869,-3.6865,9.7523,-0.0011,0.0041,9.8066,-0.0277,-0.5745,0.0153,-30.5,-31.87,15.56,320.44,-86.51,-155.48,5.226368715083799,0.0,52.402551955056175,-1.501300988764045
,,146.2,,3.0,42.76,18 / 21,207427,2019-09-07 09:16:52:706,-2.8221,-2.9154,9.8533,0.0017,0.0016,9.8066,-0.0257,-0.6025,0.0527,-30.44,-31.69,17.0,322.69,-86.5,-154.83,5.202402234636872,0.0,52.40255031460674,-1.5013020786516855
,,146.2,,3.0,42.76,18 / 21,207527,2019-09-07 09:16:52:806,-2.6519,-2.7316,9.8572,-0.0038,-0.0028,9.8066,0.0394,-0.6251,0.0916,-29.87,-32.12,17.88,325.12,-86.5,-153.96,5.178435754189945,0.0,52.4025486741573,-1.5013031685393259
,,146.2,,3.0,42.76,18 / 21,207627,2019-09-07 09:16:52:906,-2.5851,-3.3826,9.7505,0.001,0.0073,9.8066,-0.0145,-0.626,0.0408,-30.44,-31.56,19.44,326.74,-86.49,-153.82,5.154469273743017,0.0,52.40254703370786,-1.5013042584269665
,,146.2,,3.0,42.76,18 / 21,207728,2019-09-07 09:16:53:007,-2.4451,-2.6966,9.8701,-0.0129,0.0091,9.8065,-0.0435,-0.622,0.0375,-29.25,-31.5,20.94,329.44,-86.6,-154.93,5.130502793296089,0.0,52.40254539325843,-1.5013053483146068
,,146.2,,3.0,42.76,18 / 21,207827,2019-09-07 09:16:53:106,-2.7417,-2.5291,9.6713,0.0076,0.0022,9.8066,-0.1145,-0.6141,0.0027,-28.62,-31.94,21.69,329.5,-86.59,-156.12,5.106536312849162,0.0,52.40254375280899,-1.5013064382022472
,,146.2,,3.0,42.76,18 / 21,207927,2019-09-07 09:16:53:206,-3.2197,-2.4455,9.2007,0.0005,0.0027,9.8066,0.0066,-0.5862,0.013,-28.5,-32.0,22.94,331.83,-86.62,-156.12,5.082569832402235,0.0,52.40254211235955,-1.5013075280898878
,,146.2,,3.0,42.76,18 / 21,208027,2019-09-07 09:16:53:306,-3.0846,-2.9433,9.7832,-0.0021,-0.0028,9.8066,-0.0197,-0.6251,0.0486,-27.94,-31.31,23.63,335.55,-86.59,-153.83,5.058603351955307,0.0,52.40254047191011,-1.5013086179775281
,,146.2,,3.0,42.76,18 / 21,208128,2019-09-07 09:16:53:407,-2.496,-2.4042,9.8186,0.0038,-0.0033,9.8066,-0.047,-0.6406,0.0618,-27.12,-31.56,24.0,337.4,-86.62,-153.05,5.03463687150838,0.0,52.402538831460674,-1.5013097078651687
,,146.2,,3.0,42.76,18 / 21,208227,2019-09-07 09:16:53:506,-3.2079,-3.3727,9.8148,-0.0116,0.0032,9.8066,-0.0622,-0.6489,0.0767,-26.81,-31.94,24.88,340.04,-86.56,-151.7,5.010670391061453,0.0,52.402537191011234,-1.501310797752809
